epoch,test_acc,train_time
0.0,50.0,131.62894773483276
1.0,57.291666666666664,123.10729575157166
2.0,75.0,121.30764484405518
3.0,79.86111111111111,119.14140391349792
4.0,82.98611111111111,119.4684956073761
5.0,81.25,123.57599329948425
6.0,85.06944444444444,117.49292421340942
7.0,84.375,115.94211530685425
8.0,82.63888888888889,127.06376075744629
9.0,85.41666666666667,118.09957194328308
10.0,85.06944444444444,116.36452388763428
11.0,83.68055555555556,121.04839611053467
12.0,85.41666666666667,125.62870717048645
13.0,88.54166666666667,122.04500961303711
14.0,84.72222222222223,128.76653504371643
15.0,85.06944444444444,122.2380142211914
16.0,82.98611111111111,119.39447569847107
17.0,81.94444444444444,122.821115732193
18.0,86.80555555555556,120.24788522720337
19.0,86.45833333333333,118.73378729820251
